run_slug,arm,repeat,all_four_APE_rmse_m,all_four_RPE_rmse_m,all_four_sim3_scale,first_feature_ns,first_pose_ns,first_pose_delay_s,relative_pose_rejections,alignment_rejections,gyro_calibrations,gyro_delta_norm_max,linear_solver_failure_mentions,linear_failure_line_numbers,init_count,run_dir,log_sha256,receipt_sha256
a08_2700_3600,L6,3,0.6955535393749039,0.06941144672349972,3.0180939252387997,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06134080545857611,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L6/repeat3,b286b2258d6dc7e20a5f7439e1016635dad3bcb8437dae55cda2df74c3c5f7ca,f78052db09ac4bb0a7baef08fe44a9f45bd22cc1acec4e608421fa222f985a2c
a08_2700_3600,L-all,1,0.5480411497095975,0.05765905603311389,2.110861181911927,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06076653261162924,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L-all/repeat1,86e9604ba62dd127d16dc34881a44b79a91ac16c0093886e7f6b70ca02be49c1,b162d489128b335a7fdeaecfb0dd014e96712ad6c89238ad296609d943b2402b
a08_2700_3600,L-all,2,0.6363238236605211,0.06473425981150596,2.575148113849899,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06076653261162924,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L-all/repeat2,325b4c901d005bf7d5b09a68cc7cb69a494edaa7bce615eb6a0f4bac406af38f,882b17f83e985fa7e2dfc8f2f2a02e8a01952e614e1ee4d54d1984f49005e40d
a08_2700_3600,L-all,3,0.5436818517367561,0.05738852937095374,2.092618966186439,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06076653261162924,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L-all/repeat3,59bea837c07d0a502c2c3851db9cac4d39d4aa47bdaa09a4e136df7762f47be8,d49fe7614c17591833d5fe0591c778aeb17e21d14f8e710e992776589498e5da
a08_2700_3600,C-all,1,0.12348052372724995,0.032522083885611605,1.1278344274528094,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06150524143932633,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/C-all/repeat1,a46ec2427d1d3f3b7142a4ee7e98e2f83f345b838da6d2eaa94ba3185a263ec8,14de51fe54c34945c41399c590e380de87649ed04a46001aceeb01d1ceff622e
a08_2700_3600,C-all,2,0.12462262363640828,0.032547824900859716,1.129375575428092,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06150524143932633,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/C-all/repeat2,892f334a45c2b5006aa09647a3df58e3f3a0636b0c2cf58793d19ad3e7022846,72b32462ebc5033fba9132da662af47d60af0c8d415ff4498ddbcf73ea3183bd
a08_2700_3600,C-all,3,0.12912573745833283,0.032689065142352404,1.1351800995390045,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06150524143932633,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/C-all/repeat3,defcef0cca4b3dbe17380536d9ee97dd65362dcd85e520c7b500ef9b22378fa3,c0f495bc167339f5de0a48680de06f68c832bad046ab5c1ae413ba54ad59bfb7
afrl_cemetery_s135_d045,B,1,0.5344467074097239,0.06529030477001668,1.2529695830236045,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04908853571526553,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/B/repeat1,b979c0f7ae0faa52c54ba23fc850c09e165b4c59d6f58e1d19693fa18192ced1,b86a96790fb6df1632059da64130cc88c17070d6807a47437af2d4af1271d923
afrl_cemetery_s135_d045,B,2,0.5385852942595348,0.06576428169532751,1.2554110724326513,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04908853571526553,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/B/repeat2,50ba029d79a79e6f5729234aee264ae1abee18933818af7802a2f928b11b4415,bee35fcc4046b7be0a1ddfecf6a386de7abcb8afe8e05ac693c4e7e1e117127d
afrl_cemetery_s135_d045,B,3,0.5360829122691392,0.06539446330586443,1.253976805790302,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04908853571526553,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/B/repeat3,5f74a069195852570316ae18c9ea6a2a68c3b0e19b98d95da1bd4ecee60ba923,bb06186a2e3ef78c6c950b7cc8ef4ed40991f31d647180eafe4b12dd232de2b4
afrl_cemetery_s135_d045,L6,1,0.5361085883986694,0.06548275033962056,1.2540009334471167,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04888183537430852,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/L6/repeat1,36128f452b1a82b3e4366a53c461fc896eca9f52c5fb36bb0e916204d4302ab9,88c9b377b12d1674ccfe076e3af50fbb5c7c1a99097663ab65fb90b69107a1a0
afrl_cemetery_s135_d045,L6,2,0.5388212463822675,0.06577368460764693,1.2556122387656756,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04888183537430852,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/L6/repeat2,47fbc77d6d171fb96af1aa1a349a1769505d9503a99c29b47f0f01208612af83,f96682bb44081a6b9bc7e05925d8a9e8b2f669bd774e2ebf333b032aecc3ee89
afrl_cemetery_s135_d045,L6,3,0.5360594061911843,0.06546589523633384,1.253973139215765,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.04888183537430852,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/L6/repeat3,76090ebb610efb1c4ad7377651283bf89c78f2bfee8fd17edad9952c73df4bbc,410fd13720c2aec4e624101956c870cd9db2a3ca21d7cdcb854be44908cba092
afrl_cemetery_s135_d045,L-all,1,0.5299067545078128,0.06476299402755246,1.2503501541855206,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.048739218559702,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/L-all/repeat1,5840ea08520ab49800d83a9b4a751178bb62fe6c16e3e62ef022bd2b2ab13310,3b7d2d8cf111dba26df9ac307d791d56c46982fe3e57bab6987d45634c4406ee
afrl_cemetery_s135_d045,L-all,2,0.5320151652628784,0.06505339472245524,1.251562075254451,1535224997049733199,1535224998432792064,1.383058865,0,1,2,0.048739218559702,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_cemetery_s135_d045/L-all/repeat2,e07f009f6477649f2d0a5f706759a19939c79a5b837406f49dd3aaca14c9cfbf,9f146c1d7355dc5ad75884293043ae95759ea288e11b420d204052f04b3490dc
