run_dir,run,has_ape,has_frontend_metrics,se3_ape_rmse_m,se3_ape_median_m,rpe_trans_rmse_m,rpe_trans_median_m,output_coverage_ratio,first_output_delay_s,init_success,tracking_lost_count_proxy,log_linear_solver_failures,log_failure_mentions,log_restart_mentions,feature_frames,exported_features_sum,exported_learned_features_sum,exported_non_loftr_learned_features_sum,exported_sp_lg_features_sum,exported_xfeat_features_sum,exported_loftr_features_sum,exported_recovered_features_sum,learned_candidate_count_sum,learned_confirmed_count_sum,recovered_count_sum,source_selection_dropped_sum,learned_export_gate_degraded_sum,learned_export_gate_dropped_sum,learned_export_geometry_dropped_sum,learned_export_benefit_dropped_sum,init_klt_only_active_sum,low_parallax_learned_holdoff_active_sum,exported_features_median,median_track_age_median,median_quality_median,median_backend_quality_median,median_classical_backend_quality_median,median_learned_backend_quality_median,classical_track_count_median,classical_grid_coverage_median,learned_export_grid_gain_median,learned_export_new_cells_median,classical_motion_px_median,classical_median_age_median,learned_export_gate_reason_counts,learned_export_benefit_reason_counts,learned_export_geometry_reason_counts,recovery_reason_counts,geometry_mode_counts,published_feature_bag,published_feature_bag_audit_status,published_feature_observations,published_learned_observations,published_loftr_observations,learned_really_exported,loftr_really_exported,safe_no_harm_candidate,learned_positive_candidate,warning
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen28_ntnu_fjord2_s530_d10_probe,external_hybrid_xfeat_every2_jul16screen28_ntnu_fjord2_s530_d10_probe,0,1,,,,,,,,,,,,100,32419,50,50,0,50,0,0,380,147,147,3009,0,3021,0,3021,0,0,336,6,0.63769,0.870496,0.870496,0.874028,336,0.791667,,0,,,disabled:100,online_seed_microburst:76;online_seed_budget:9;online_seed_microburst:online_seed_basic:5;disabled:4;online_seed_ok:2;online_seed_basic:online_seed_budget:1;online_seed_gftt_dominated:ratio=0.754:classical=345:grid=0.917:online_seed_mirror_refill:1;online_seed_gftt_dominated:ratio=0.742:classical=345:grid=0.917:online_seed_mirror_refill:1,disabled:100,low_grid_coverage:35;healthy:26;low_grid_coverage+illumination_nonuniformity:26;illumination_nonuniformity:13,degraded_texture:51;normal:49,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen28_ntnu_fjord2_s530_d10_probe/features.bag,source_channels_audited,32419,50,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s460_d10_probe,external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s460_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,67,28,28,28,0,277,0,277,0,0,350,3,0.450932,0.864532,0.864532,,349,0.833333,,0,,,disabled:100,online_seed_gftt_start:ratio=0.246:classical=345:grid=0.792:online_seed_mirror_only_after_reject:58;online_seed_mirror_only_after_reject:36;online_seed_gftt_start:ratio=0.246:classical=345:grid=0.792:online_seed_basic:online_seed_mirror_only_after_reject:4;disabled:2,disabled:100,illumination_nonuniformity:57;low_grid_coverage+illumination_nonuniformity:43,normal:53;degraded_texture:47,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s460_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s470_d10_probe,external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s470_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,58,46,46,46,0,308,0,308,0,0,350,3,0.454816,0.866348,0.866348,,348,0.833333,,0,,,disabled:100,online_seed_sparse_start:candidates=1:classical=350:grid=0.792:online_seed_mirror_refill:online_seed_mirror_only_after_reject:66;disabled:16;online_seed_sparse_start:candidates=1:classical=350:grid=0.792:online_seed_basic:online_seed_mirror_refill:online_seed_mirror_only_after_reject:13;online_seed_mirror_only_after_reject:3;online_seed_sparse_start:candidates=1:classical=350:grid=0.792:online_seed_basic:online_seed_mirror_only_after_reject:2,disabled:100,illumination_nonuniformity:64;low_grid_coverage+illumination_nonuniformity:36,degraded_texture:58;normal:42,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen29_ntnu_fjord2_s470_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s130_d10_probe,external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s130_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,113,23,23,23,0,180,0,180,0,0,350,5,0.427752,0.865557,0.865557,,349,0.791667,,0,,,disabled:100,online_seed_gftt_start:ratio=0.309:classical=346:grid=0.833:online_seed_mirror_only_after_reject:49;online_seed_mirror_only_after_reject:25;disabled:15;online_seed_gftt_start:ratio=0.309:classical=346:grid=0.833:online_seed_basic:online_seed_mirror_only_after_reject:10;online_seed_basic:1,disabled:100,low_grid_coverage+illumination_nonuniformity:67;illumination_nonuniformity:33,normal:86;degraded_texture:14,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s130_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s290_d10_probe,external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s290_d10_probe,0,1,,,,,,,,,,,,100,34978,11,11,0,11,0,0,30,8,8,30,0,30,0,30,0,0,350,3,0.455911,0.867375,0.867375,0.877914,350,0.833333,,0,,,disabled:100,disabled:84;online_seed_microburst_no_extend:12;online_seed_basic:2;online_seed_ok:1;online_seed_microburst_no_extend:online_seed_basic:1,disabled:100,illumination_nonuniformity:79;low_grid_coverage+illumination_nonuniformity:21,degraded_texture:58;normal:42,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s290_d10_probe/features.bag,source_channels_audited,34978,11,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s120_d10_probe,external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s120_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,132,63,63,63,0,986,0,986,0,0,350,7,0.45888,0.867501,0.867501,,340,0.791667,,0,,,disabled:100,online_seed_low_grid_start:classical=347:grid=0.708:online_seed_mirror_only_after_reject:73;online_seed_low_grid_start:classical=347:grid=0.708:online_seed_basic:online_seed_mirror_only_after_reject:15;online_seed_mirror_only_after_reject:9;disabled:2;online_seed_basic:online_seed_mirror_only_after_reject:1,disabled:100,low_grid_coverage+illumination_nonuniformity:68;illumination_nonuniformity:32,normal:89;degraded_texture:11,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s120_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s210_d10_probe,external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s210_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,350,5,0.535203,0.870187,0.870187,,350,0.833333,,0,,,disabled:100,online_seed_mirror_only_after_reject:52;disabled:47;online_seed_sparse_start:candidates=1:classical=349:grid=0.792:online_seed_mirror_refill:online_seed_mirror_only_after_reject:1,disabled:100,healthy:83;low_grid_coverage:10;backscatter_or_low_contrast:7,normal:62;degraded_texture:38,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen31_ntnu_fjord2_s210_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s430_d10_probe,external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s430_d10_probe,0,1,,,,,,,,,,,,100,34957,16,16,0,16,0,0,49,28,28,71,0,71,0,71,0,0,350,1,0.67461,0.870048,0.870048,0.872706,350,0.833333,,0,,,disabled:100,disabled:69;online_seed_microburst_no_extend:24;online_seed_microburst_no_extend:online_seed_basic:4;online_seed_ok:3,disabled:100,healthy:89;low_grid_coverage:11,degraded_texture:85;normal:15,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s430_d10_probe/features.bag,source_channels_audited,34957,16,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s480_d10_probe,external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s480_d10_probe,0,1,,,,,,,,,,,,100,34852,9,9,0,9,0,0,42,20,20,168,0,168,0,168,0,0,349,3,0.478313,0.868098,0.868098,0.881249,349,0.833333,,0,,,disabled:100,online_seed_microburst_no_extend:50;disabled:41;online_seed_microburst_no_extend:online_seed_basic:5;online_seed_basic:4,disabled:100,illumination_nonuniformity:63;low_grid_coverage+illumination_nonuniformity:27;low_grid_coverage:8;healthy:2,degraded_texture:61;normal:39,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s480_d10_probe/features.bag,source_channels_audited,34852,9,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s200_d10_probe,external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s200_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,19,16,16,16,0,139,0,139,0,0,350,7,0.53637,0.87106,0.87106,,349,0.833333,,0,,,disabled:100,online_seed_gftt_start:ratio=0.283:classical=350:grid=0.833:online_seed_mirror_only_after_reject:70;disabled:25;online_seed_mirror_only_after_reject:3;online_seed_gftt_start:ratio=0.283:classical=350:grid=0.833:online_seed_basic:online_seed_mirror_only_after_reject:2,disabled:100,healthy:86;low_grid_coverage:14,normal:86;degraded_texture:14,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s200_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s580_d10_probe,external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s580_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,350,4,0.495769,0.870649,0.870649,,350,0.875,,0,,,disabled:100,disabled:100,disabled:100,healthy:88;illumination_nonuniformity:12,normal:56;degraded_texture:44,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen33_ntnu_fjord2_s580_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s340_d10_probe,external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s340_d10_probe,0,1,,,,,,,,,,,,100,34969,50,50,0,50,0,0,45,24,24,55,0,55,0,55,0,0,350,5,0.485134,0.87104,0.87104,0.871904,350,0.833333,,0,,,disabled:100,disabled:71;online_seed_microburst:17;online_seed_budget:8;online_seed_ok:3;online_seed_basic:1,disabled:100,healthy:51;low_grid_coverage+illumination_nonuniformity:26;illumination_nonuniformity:22;low_grid_coverage:1,normal:76;degraded_texture:24,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s340_d10_probe/features.bag,source_channels_audited,34969,50,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s410_d10_probe,external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s410_d10_probe,0,1,,,,,,,,,,,,100,34823,13,13,0,13,0,0,42,16,16,193,0,193,0,193,0,0,350,5,0.462231,0.869899,0.869899,0.881851,350,0.833333,,0,,,disabled:100,disabled:51;online_seed_microburst_no_extend:46;online_seed_ok:2;online_seed_basic:1,disabled:100,illumination_nonuniformity:47;low_grid_coverage+illumination_nonuniformity:26;healthy:20;low_grid_coverage:7,normal:63;degraded_texture:37,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s410_d10_probe/features.bag,source_channels_audited,34823,13,0,1,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s140_d10_probe,external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s140_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,89,61,61,61,0,308,0,308,0,0,350,7,0.413868,0.866875,0.866875,,349,0.791667,,0,,,disabled:100,online_seed_gftt_start:ratio=0.257:classical=350:grid=0.792:online_seed_mirror_only_after_reject:43;online_seed_mirror_only_after_reject:39;online_seed_gftt_start:ratio=0.257:classical=350:grid=0.792:online_seed_basic:online_seed_mirror_only_after_reject:13;online_seed_basic:online_seed_mirror_only_after_reject:3;disabled:2,disabled:100,low_grid_coverage+illumination_nonuniformity:91;illumination_nonuniformity:9,normal:100,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s140_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s270_d10_probe,external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s270_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,38,24,24,24,0,159,0,159,0,0,350,5,0.474839,0.868441,0.868441,,350,0.833333,,0,,,disabled:100,online_seed_mirror_only_after_reject:61;online_seed_gftt_start:ratio=0.231:classical=350:grid=0.792:online_seed_mirror_only_after_reject:35;disabled:3;online_seed_gftt_start:ratio=0.231:classical=350:grid=0.792:online_seed_basic:online_seed_mirror_only_after_reject:1,disabled:100,illumination_nonuniformity:74;low_grid_coverage+illumination_nonuniformity:26,normal:92;degraded_texture:8,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen35_ntnu_fjord2_s270_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s190_d10_probe,external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s190_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,6,0,0,0,0,102,0,102,0,0,350,9,0.551378,0.872157,0.872157,,350,0.833333,,0,,,disabled:100,online_seed_mirror_only_after_reject:49;online_seed_gftt_start:ratio=0.231:classical=346:grid=0.833:online_seed_mirror_only_after_reject:48;disabled:3,disabled:100,healthy:86;low_grid_coverage:14,normal:100,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s190_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s360_d10_probe,external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s360_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,350,8.25,0.553678,0.872086,0.872086,,350,0.833333,,0,,,disabled:100,disabled:100,disabled:100,healthy:91;low_grid_coverage:9,normal:85;degraded_texture:15,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen36_ntnu_fjord2_s360_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen43_ntnu_fjord2_s300_d10_probe,external_hybrid_xfeat_every2_jul16screen43_ntnu_fjord2_s300_d10_probe,0,1,,,,,,,,,,,,100,35000,0,0,0,0,0,0,0,0,0,0,0,89,0,89,0,0,350,7,0.512666,0.869342,0.869342,,350,0.833333,,0,,,disabled:100,online_seed_mirror_only_after_reject:62;online_seed_gftt_start:ratio=0.278:classical=342:grid=0.833:online_seed_mirror_only_after_reject:24;disabled:14,disabled:100,illumination_nonuniformity:92;low_grid_coverage+illumination_nonuniformity:8,normal:89;degraded_texture:11,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen43_ntnu_fjord2_s300_d10_probe/features.bag,source_channels_audited,35000,0,0,0,0,0,0,missing_ape
