timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1725640022.7289286,1,0,0,0,0,-1
1725640022.8289287,1,0,0,0,0,-1
1725640022.9289286,1,0,0,0,0,-1
1725640023.0289288,1,0,0,0,0,-1
1725640023.1289287,1,0,0,0,0,-1
1725640023.2289286,1,0,0,0,0,-1
1725640023.3289287,1,0,0,0,0,-1
1725640023.4289286,1,0,0,0,0,-1
1725640023.5289288,1,0,0,0,0,-1
1725640023.6289287,1,0,0,0,0,-1
1725640023.7289286,1,0,0,0,0,-1
1725640023.8289287,1,0,0,0,0,-1
1725640023.9289286,1,0,0,0,0,-1
1725640024.0289288,1,0,0,0,0,-1
1725640024.1289287,1,0,0,0,0,-1
1725640024.2289286,1,0,0,0,0,-1
1725640024.3289287,1,0,0,0,0,-1
1725640024.4289286,1,0,0,0,0,-1
1725640024.5289288,1,0,0,0,0,-1
1725640024.6289287,1,0,0,0,0,-1
1725640024.7289286,1,0,0,0,0,-1
1725640024.8289287,1,0,0,0,0,-1
1725640024.9289286,1,0,0,0,0,-1
1725640025.0289288,1,0,0,0,0,-1
1725640025.1289287,1,0,0,0,0,-1
1725640025.2289286,1,0,0,0,0,-1
1725640025.3289287,1,0,0,0,0,-1
1725640025.4289286,1,0,0,0,0,-1
1725640025.5289288,1,0,0,0,0,-1
1725640025.6289287,1,0,0,0,0,-1
1725640025.7289286,1,0,0,0,0,-1
