family,run_dir,feature_frames,xfeat_observations,xfeat_active_frames,xfeat_first_frame,xfeat_last_frame,xfeat_max_per_frame
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord5_s80_d10,100,3,3,7,9,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_3_s150_d30_probe,300,3,3,16,18,1
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_h07_720_900_probe_oldcontract_densecap,90,2,2,28,29,1
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_h05_900_1240,170,2,2,41,42,1
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul08_aqualoc_probe_h05_900_1240,170,2,2,41,42,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul06_gap_cirs_s620_d30_probe_oldcontract_densecap,150,2,2,93,94,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s630_d30_probe,150,2,2,43,44,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s89_d10_probe_oldcontract_densecap,100,2,2,1,3,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s84p5_d10_probe_oldcontract_densecap,100,2,1,2,2,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_3_s130_d10_probe_oldcontract_densecap,100,2,1,24,24,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_may27_iso_w20_fjord4_0_30_xfeat_probe,300,2,1,248,248,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_paperprobe_fjord_2_s30_d30_xfeat,300,2,2,262,263,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_paperprobe_fjord_3_s150_d30_xfeat,300,2,2,83,84,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_paperprobe_mclab_1_s270_d30_xfeat,300,2,1,251,251,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe_cirs_s750_d30,150,1,1,22,22,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul08_nonoverlap_onlineprobe1_cirs_s90_d30,150,1,1,15,15,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s750_d30_probe,150,1,1,22,22,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s90_d30_probe,150,1,1,15,15,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s750_d30_probe_oldcontract_densecap,150,1,1,22,22,1
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s750_d30_probe_oldcontract_densecap,150,1,1,22,22,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_ntnu_mclab1_s30_d10,100,1,1,62,62,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord3_s120_d10,100,1,1,23,23,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_3_s120_d10_probe_oldcontract_densecap,100,1,1,23,23,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord3_s160_d10,100,1,1,69,69,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_paperprobe_fjord_1_s90_d30_xfeat,300,1,1,30,30,1
